,label,text,target
664,ham,"Subject: re : pg & e texas meeting
recap of pg & e texas meeting 4 / 12 / 00 .
volume issues :
? sherlyn schumack will provide stacey neuweiler with volume variances by day
and contract as soon as possible ( preferably the same day allocation is
received ) .
? stacey will notify sherlyn of correct volume or status if further research
is necessary as soon as possible .
? sherlyn will notify logistics , stacey , and lorraine of pg & e texas of
interconnect variances by day .
? each group will respond promptly to ensure payment can be made through the
system , eliminating manual line items on invoice .
? charlotte hawkins will see what was confirmed on the outstanding
interconnect issue for 2 / 00 , and daren or charlotte will make the necessary
correction .
rate issues :
? heidi withers will pull daily rates from pg & e texas bulletin board .
? greg steagall will provide heidi with service verification ( s ) and the daily
allocation summary received from pg & e texas during close , which shows rates
from pg & e texas .
? no action will be taken on rate variances where pg & e was paid per their
invoice . heidi has talked with brenda herod , and brenda is okay with this
course of action .
? there are four invoices from 1999 production where pg & e was underpaid , so
heidi and greg will work to correct those months to pay pg & e correctly .
there are no open invoices in settlements .
? it was noted that manual line items are not to be used to pay pg & e per
their invoice in the future . we expect to correct issues in the system prior
to the due date of the invoice unless there is a valid disagreement between
ena and pg & e . if ena has a valid disagreement , we will pay per ena  , s
verification .
daren has put in a request for legal to transfer the ena transport contracts
to hpl . this would eliminate stacey having to schedule the transport on ena
as well as the desk to desk deal . it would also prevent sherlyn from having
to allocate the transport expense contract and the brokered desk to desk
deal .
he has not had a response from legal yet .",yes
2417,ham,"Subject: adjusted deal ticket
daren / o ' neal ,
effective 1 / 18 / 01 , deal ticket 137205 has been adjusted from a daily volume
of 2 , 773 to 25 . the meter # is 9748 and the trade zone is 10 .
bob",yes
3373,ham,"Subject: re : cornhusker - lone star payments
thanks . james armstrong was able to give me enough history to prove out the idea that we ' ve more than paid for the lateral with usage - based charges . no need to call lone star .
rh
- - - - - original message - - - - -
from : farmer , daren j .
sent : friday , july 06 , 2001 3 : 57 pm
to : hill , garrick
subject : re : cornhusker - lone star payments
for the period of oct 2000 - apr 2001 , we have paid about 540 , 000 . may is estimated to be another 57 , 000 . the person who usually pays lone star is out of the office . we ' ll get her to call them on monday for payments prior to oct 2000 .
d
- - - - - original message - - - - -
from : hill , garrick
sent : friday , july 06 , 2001 8 : 12 am
to : armstrong , james ; farmer , daren j .
subject : cornhusker - lone star payments
importance : high
section 6 . 4 of tenaska iv ' s gas transportation agreement with lone star requires the shipper to pay transporter $ 1 , 040 , 000 in transportation fees and / or deficienty payments from the initial delivery date through december 31 , 2003 . do we know what the payments to lone star have been to date ? if not , can we find out by contacting lone star ?
rh",yes
1674,ham,"Subject: enron / hpl actuals for september 22 - 24 , 2000
friday , september 22 , 2000
teco tap 45 . 000 / enron ; 105 . 000 / hpl gas daily
hpl ls katy 15 . 000 / enron
saturday , september 23 , 2000
teco tap 45 . 000 / enron ; 105 . 000 / hpl gas daily
hpl ls katy 15 . 000 / enron
sunday , september 24 , 2000
teco tap 57 . 500 / enron ; 1 . 875 / hpl gas daily
hpl ls katy 2 . 500 / enron",yes
3002,ham,"Subject: re : nom / actual flow for april 4 th
we agree
"" eileen ponton "" on 04 / 05 / 2001 11 : 00 : 46 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com ,
liz . bellamy @ enron . com
cc :
subject : nom / actual flow for april 4 th
nom mcf mmbtu
20 , 000 19 , 909 20 , 447
btu = 1 . 027",yes
1416,ham,"Subject: equistar
just sold some same day ( today ! ) gas to equistar @ meter 1553 . . . . whatever
flows there on this gas day will be priced @ $ 4 . 40 . . .
please enter into sitara
thanks ! ! !
lee",yes
4834,spam,Subject: photoshop ,no
3360,ham,"Subject: fw : txu fuel deals imbalances
daren ,
the deals listed below are related to tufco imbalances . . . let me know if you have any objections to me entering the deals . . . o ' neal 3 - 9686
- - - - - original message - - - - -
from : griffin , rebecca
sent : thursday , june 28 , 2001 9 : 58 am
to : winfree , o ' neal d .
subject : txu fuel deals
as my voice mail said , could you add deals for the following :
date : 1 / 31 - 1 / 31
location : pgev / for tufco / 4300101
volume : 1 , 357 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
date : 4 / 30 - 4 / 30
location : pgev / for tufco / 4300101
volume : 8 , 726 mmbtu
price : $ 3 . 94
this should be entered as a sale with enron as seller
date : 5 / 31 - 5 / 31
location : pgev / for tufco / 4300101
volume : 9 , 912 mmbtu
price : $ 3 . 94
this should be entered as a purchase with enron as buyer
this is related to the txu fuel wagner brown contract . please let me know if you have any questions .
thanks ,
rebecca
713 - 571 - 3189",yes
3609,ham,"Subject: epgt
mike :
i am down to the last few error messages on the epgt quick response and also looking into the external pool for who 34 in unify . about 70 % of the line items have been cleaned up .
i need the following information from you as soon as possible .
1 . the downstream contract number for aquila marketing and a "" scheduled quantity report "" for the pooling contract who 34 , this is the report you would obtain from the pipeline at the end of each cycle to determine cuts etc . or you can give me the user id and password
and i can go pull it myself .
the epgt ' s it group is trying to research the correct duns # for aquila dallas marketing . if this issue is not resolved , i am planning on setting up a meeting with el paso on november 26 th at 1 : 30 at their offices and i would like for you to go with me . we will meet with their it and business group for about an hour or so .
your prompt attention to this will be greatly appreciated .
thank you .
shane lakho",yes
2948,ham,"Subject: ehronline web address change
this message is intended for ehronline users only .
due to a recent change to ehronline , the url ( aka "" web address "" ) for
accessing ehronline needs to be changed on your computer . the change
involves adding the letter "" s "" to the "" http "" reference in the url . the url
for accessing ehronline should be : https : / / ehronline . enron . com .
this change should be made by those who have added the url as a favorite on
the browser .",yes
3257,ham,"Subject: fw : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
daren -
please see my e - mail to julie below . can you change the price for me ?
thanks !
tess
- - - - - original message - - - - -
from : ray , tess
sent : monday , may 21 , 2001 2 : 36 pm
to : meyers , julie
subject : fw : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
importance : high
julie -
need price correction for 04 / 01 / 01 - 04 / 30 / 01 for deal # 413462 to agree with info from lee below . currently , deal shows for 04 / 01 first 10 , 000 / d @ hsc _ flw + 1 high gdp dh . sitara audit shows dfarmer changed price on 05 / 08 / 01 /
thanks !
tess
- - - - - original message - - - - -
from : meyers , julie
sent : tuesday , may 08 , 2001 11 : 01 am
to : ray , tess
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 05 / 08 / 2001 10 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : lee l papayoti on 05 / 07 / 2001 04 : 54 pm
to : julie meyers / hou / ect @ ect
cc :
subject : re : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
sa 413462 is not the buyback , it ' s the swing . . .
the first 10 , 000 / d under sa 413462 should be hsc _ flw + 1 high gdp d . a .
anything over 10 , 000 / d should be hsc _ flw + 2 high gdp da
this is for all months from octo 0 to sepol
julie meyers
05 / 07 / 2001 04 : 43 pm
to : lee l papayoti / hou / ect @ ect
cc :
subject : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
what do you think ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 05 / 07 / 2001 04 : 39 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : tess ray / enron @ enronxgate on 05 / 07 / 2001 02 : 58 pm
to : daren j farmer / enron @ enronxgate
cc : julie meyers / hou / ect @ ect
subject : chevron phillips chemical co . , lp ( hplc 04 / 01 sales / buyback )
darren -
please advise on the 04 / 01 price for sales deal # sa 413462 on this buyback ( swing deal ) . the contract shows the price for 04 / 01 should be the same price as shown for 03 / 01 & 05 / 01 ( i . e . 04 / 01 price for deal # sa 413462 should be : 10 , 000 @ hsc _ flw + 1 high gdp d . a . & 11 , 000 @ hsc _ flw + 2 high gdp da ) .
thanks !
tess ray
tess . ray @ enron . com
contract accountant , gas settlements ( sales )
houston pipe line co .
1201 louisiana , la 1524 b
houston , tx . 77002
tel : 713 - 571 - 3274 fax : 713 - 646 - 8875
",yes
2405,ham,"Subject: hpl noms . for jan . 17 , 2001
( see attached file : hplnol 17 . xls )
- hplnol 17 . xls",yes
1344,ham,"Subject: eastrans nomination change effective 8 / 8 / 00
please decrease deliveries to eastrans to 0 mmbtu / dy for 8 / 8 / 00
the redeliveries will be 0 as well .
the over - delivery quantity for the fuels cotton valley gas will be valued per
paragraph 3 of the contract price section in the transaction agreement .",yes
996,ham,"Subject: resume - anna cola
anna cola is through a recruiter and would be at a 20 % fee .
? for the last eight years anna has worked consistently as a project gas
accountant .
she has worked in downstream gas marketing with companies such as shell ,
coastal , texaco , tenneco , natural gas clearing house and midcon texas
pipeline .
anna has also worked on upstream accounting with eex and ashland
exploration .
she has gained experience in areas of ap , ar , revenue accounting , joint
interest billing , and gas balancing .
prior to working on a project basis anna was a jib accountant with buttes
resources .
anna is available to start immediately on a project or perm basis .
- cola _ anna . doc",yes
4431,spam,"Subject: re : husband soup would be
as you know election time is not the best thing for the economy .
economy is in a very unstable condition , as you can see gas prices
are going up along with the m o rtgvage rat e s . once the
r a te goes up you will not have a chance to s av e money again
for a very long time .
it is your last chance . get r e f inanced at 4 . 2 point !
http : / / www . fintod . com /
- -
despoil , compote a amende
the me orbital irruption
gfawn a ax henrietta
a the in boatswain
out whither the accompanist lint macintosh
",no
2445,ham,"Subject: deal # 502952
daren ,
the above deal number expired at the end of november 2000 and needs to either
be extended through december , or a new deal inputted . can you assist me in
this ?
thanks .
mike",yes
5162,spam,Subject: photoshop ,no
4261,spam,Subject: photoshop ,no
2104,ham,"Subject: revised avails for 12 / 00 as noted
revisions for 12 / 01
bev
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 11 / 27 / 2000 10 : 38
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
11 / 27 / 2000 11 : 35 am
to :
cc :
subject : revised avails for 12 / 00 as noted
revised avails for 12 / 00 as noted
- enronavailsl 200 pools . xls",yes
3308,ham,"Subject: howdy to you too .
hi ,
the number is 281 - 370 - 7838 .
i did not think of it , but without the pipe one has to balance ones own , doesn ' t one . of course the major problem was the people with hpl , not the counter - parties . who ' s doing that for you guys ?
jen came home for the memorial day weekend so we just bummed around . saw pearl harbor , watched a few dvd ' s , and ate way to much .
when you get time let us know about your "" bad luck "" . i hope jake wasn ' t helping you too much .
i have been occupying much to much time with our new sound system . we finally chucked our little bookshelf unit and got a pile of yamaha stuff coupled to an equally large stack of klipsch speakers . awesome is the only word to apply . i ' m sure the neighbors are loving the old people next door . ( it ' s a young couple with a baby ) ( not near as nice as the other young couple i know ) .
rumbling their walls at all hours just makes me feel good . : )
stock market still sucks , but as long as it pays for groceries and taxes we ' ll be ok .
i ' m off to get linda ' s gas guzzlin , environment ruining , suv washed and buffed . then i must re - stock my cd - r ' s and load up on some more music . you can see how well i ' m utilizing my time in doing productive things .
later ,
ken
p . s . i thought waha was where all the pillaging of california was taking place .",yes
3914,spam,Subject: photoshop ,no
5108,spam,Subject: photoshop ,no
3653,ham,"Subject: northern natural gas
yesterday , enron settled a procedural dispute with dynegy over northern natural gas . our settlement allows dynegy to exercise its option to acquire the pipeline , dismisses their texas lawsuit and extends enron ' s right to repurchase until june 30 . we reached this settlement as part of our efforts to bring enron out of bankruptcy . while we would like to keep northern natural , we still have some 9 , 000 miles of safe , profitable interstate pipelines as a base to rebuild our core businesses .
the settlement provides the best opportunity to resolve the pipeline issue quickly and pursue our $ 10 billion damage claim against dynegy . it also allows us to avoid the very substantial costs and distractions from protracted litigation in state courts .
we want to see a positive future for the employees working with northern natural gas . below is a copy of a message from stan horton further explaining this decision to the employees of enron transportation services .
ken
dear ets colleague :
on thursday , enron entered into a settlement over dynegy ' s exercise of its option to acquire the northern natural gas pipeline . the settlement allows dynegy to exercise the option and assume interim control of the pipeline while enron pursues its damage claim against dynegy .
in this respect , enron corp . has carefully weighed the substantial costs and turmoil that litigating this possession issue would create for the company and the employees of northern natural gas . consequently , enron corp . has decided not to contest interim possession and allow the transfer of northern natural gas to dynegy , while the larger issues affecting its future are resolved .
the company has concluded that with this settlement , enron should be able to resolve the issue more quickly , as well as avoid the legal cost burden and distractions to the business from protracted litigation in state court . for the northern natural gas employees , i believe this decision should allow them to steer clear of the dispute and focus on the day - to - day satisfaction of running a valuable , successful business .
beginning immediately we will be working to achieve a smooth transition and to align the appropriate resources to assure continued safe , reliable and efficient operation of northern natural gas .
over many years we have run high quality , cost conscious and profitable businesses in ets . keep up the good work !
stan",yes
2152,ham,"Subject: re : tenaska iv
any word yet ? i don ' t mean to rush you , but tenaska iv is being very
persistent .
- - - - - - - - - - - - - - - - - - - - - - forwarded by megan parker / corp / enron on 12 / 04 / 2000
03 : 55 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : megan parker 12 / 01 / 2000 02 : 45 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : tenaska
that sounds great . because of the accrual , i cannot draft this today . i
will try it on monday . what about the demand fee for the payable to tenaska
iv . do you think that is a good idea ? i explained it to kris hanson and she
agreed that it was the best way to book this payable . we would need a new
demand purchase ticket for tenaska iv on the cleburne desk in the amount of
$ 2 , 803 , 586 . 41 with no volume and no commodity . this is more than we owe
tenaska iv , but i will net it with the tenaska iv sale and the $ 0 . 04 demand
fee to pay a net amount of $ 1 , 551 , 050 . 76 . i have attached my spreadsheet
which details our payment . we will have to adjust this number once we get
the actual volumes . i would like to pay tenaska iv next week , so please let
me what you think .
thanks ,
megan",yes
2918,ham,"Subject: oasis on - line
daren - - -
oasis will be doing away with the temporary passwords for their on - line nom they are
encourageing everyone to get on board . let me know what you want to do . i
have attached the agreement , and info on the nom / confirm cycles . i have been
using it this week and it is pretty user friendly . the reporting
capabilities are still being developed , but i am told it should be ready
soon . take a look for yourself @ www . oasispipeline . com . . . . . . . . . . logon :
north . . . . . password : enron . . . . . . . . currently , no intradays are allowed
online ( only by fax / email ) because they want to approve same days , but they
are looking at allowing them in the future .
- - mark",yes
467,ham,"Subject: @ ect . enron . com email notification !
we are one @ enron . com !
please be aware of the following senders were automatically notified to ( a ) .
stop sending internet mail to your @ ect . enron . com address and to ( b ) . send
future internet communications to daren . j . farmer @ enron . com :
fpam _ @ hotmail . com , mjones 7 @ txu . com
reminder :
your @ ect . enron . com address should not be used any longer and will be
deactivated soon . so please make sure these contacts switch to your new
@ enron . com address . if you have subscribed to mailing lists , please make
sure to update your addresses there as well .
and
your shortname @ enron . com address ( i . e . jsmith @ enron . com ) will continue to
work , even though your formal address is longname @ enron . com ( i . e .
john . smith @ enron . com )
please do not reply to this message as it was automatically generated .",yes
3479,ham,"Subject: re : free agents
send me a request of who you want , and i will make the transaction this
evening . . . expecting that no one ahead of you in the waiver ranking makes a
bid for the same person . the new player will be available for this weekend
( assuming the games are on ! ) , and you will be dropped to the bottom of the
waiver ranking system . remember , you can only pick up 2 per week . get back
to me when you want !
- dustin
- - - - - original message - - - - -
from : farmer , daren j . [ mailto : daren . j . farmer @ enron . com ]
sent : wednesday , september 12 , 2001 11 : 59 am
to : dustinb @ bammel . org
subject : free agents
dustin ,
how are we working free agents ? when can i add someone ?
d
this e - mail is the property of enron corp . and / or its relevant affiliate and
may contain confidential and privileged material for the sole use of the
intended recipient ( s ) . any review , use , distribution or disclosure by
others is strictly prohibited . if you are not the intended recipient ( or
authorized to receive for the recipient ) , please contact the sender or reply
to enron corp . at enron . messaging . administration @ enron . com and delete all
copies of the message . this e - mail ( and any attachments hereto ) are not
intended to be an offer ( or an acceptance ) and do not create or evidence a
binding and enforceable contract between enron corp . ( or any of its
affiliates ) and the intended recipient or any other party , and may not be
relied on by anyone as the basis of a contract by estoppel or otherwise .
thank you .
- winmail . dat",yes
165,ham,"Subject: 21 st changes
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 20 / 2000
10 : 39 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 01 / 20 / 2000 10 : 36 : 49 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 21 st changes
( see attached file : egmnom - jan . xls )
- egmnom - jan . xls",yes
3105,ham,"Subject: re : noms / actual vol for april 22 nd
we agree
"" eileen ponton "" on 04 / 23 / 2001 10 : 57 : 34 am
to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa
jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com
cc :
subject : noms / actual vol for april 22 nd
date nom mcf mmbtu
4 / 20 25 , 000 24 , 402 25 , 061 ( flowed from 13 : 00 to 9 : 00
am - 20 hours )
4 / 21 15 , 625 15 , 829 16 , 256 ( flowed from 9 : 00 am to
24 : 00 - 15 hours )
4 / 22 25 , 500 25 , 148 25 , 827 ( flowed from 16 : 00 to 9 : 00
am - 17 hours )
btu = 1 . 027",yes
2022,ham,"Subject: hpl nom for november 14 , 2000
( see attached file : hplnl 114 . xls )
- hplnl 114 . xls",yes
171,ham,"Subject: pat - out for jury duty
i am out of the office on monday for jury duty . in my absence , charlotte
hawkins will be the contact for the texas desk
logistics group . she will attend any meetings while i am out and is
responsible for our group ( we will rotate this backup
role among the seniors of the group ) . i can be paged at ( 713 ) 708 - 0117 .
thanks , pat",yes
4755,spam,Subject: photoshop ,no
358,ham,"Subject: income tax
daren , tell tonya i called edie last night about my w - 2 . she said that they
got a new cpa & he has been told to mail them but hasn ' t . she gave me the
amount that will show on the form . it was $ 1500 . i wrote it down at home
how much the net was , but i didn ' t bring it with me . i had drawn some off
paying for lacy ' s tiger doll stuff . she said that she would tell him again
to get them mailed . love , ma
get your private , free email at http : / / www . hotmail . com",yes
2669,ham,"Subject: enron nom for march 7 , 2001
( see attached file : hplno 307 . xls )
- hplno 307 . xls",yes
704,ham,"Subject: meter # 1591 lamay gaslift
aimee ,
please check meter # 1591 lamay gas lift . it doesn ' t appear to have very much
flow and the
bav is showing the nom volume . this could be adversely affecting the risk
numbers . pat",yes
3410,ham,"Subject: quack
( see attached file : duck hunting . mpe )
- duck hunting . mpe",yes
3917,spam,Subject: photoshop ,no
4643,spam,Subject: photoshop ,no
4125,spam,Subject: photoshop ,no
4198,spam,Subject: photoshop ,no
4362,spam,"Subject: young sluts had sex for tewnty bucks
buenos noches !
ta llueu
",no
2432,ham,"Subject: take 30 % off with our super ticket !
use our super savings ticket at foot locker , lady foot locker , kids
foot locker , champs sports stores and at our web sites !
welcome to our friends & family super savings ticket .
use the special ticket below and receive 30 % off your purchase either in our
stores or on our web sites . hurry ! this three - day ticket only is good
thursday , jan . 25 , through saturday , jan 27 .
share the savings today and e - mail this offer to friends and family . many
items already are reduced and the discount is taken off the lowest sale price .
click below to print your friends & family super savings ticket . you must
bring the coupon to the store to redeem .
ready , set , save !
simply click on the links provided and our friends & family discount will
automatically appear at checkout or you can type the code into the promotion
box during checkout . and returns are hassle - free , either to one of our stores
or through the mail .
footlocker . com coupon code : em 21 f 2 jl
ladyfootlocker . com coupon code : em 23 ffjl
kidsfootlocker . com coupon code : em 22 ffjl
champssports . com coupon code : em 20 ffjl
don ' t be left out - register today , if you want to hear about our products ,
promotions , events and other specials - just click below to join .
* terms and conditions *
valid 1 / 25 / 01 through 1 / 27 / 01 . passport must be presented at the time of
purchase and cannot be used in conjunction with any other discount offer or
associate benefit . not redeemable for cash . applicable taxes must be paid by
the bearer . cannot be applied to prior purchases or to gift card purchases .
void if copied and where prohibited , licensed or regulated . catalog
exclusions apply . not valid at the nfl team shop at nfl experience in tampa ,
fl . discount does not apply to nike air force 1 , timberland field boots ,
jordan xi , nike shox and nfl super bowl products .
if you do not wish to receive future emails please click below to
unsubscribe :
",yes
2012,ham,"Subject: updated list
valero deals have now been added .
please make sure that this list is forward to anyone in your groups that
might need it .
julie",yes
2862,ham,"Subject: hpl nom for march 27 , 2001
( see attached file : hplno 327 . xls )
- hplno 327 . xls",yes
4095,spam,Subject: photoshop ,no
2782,ham,"Subject: mobil beaumont
brian nichols of exxonmobil confirmed that they will accept 30 , 000 / d of midcon ' s gas on hpl starting tomorrow .
they want to leave 10 , 000 / d flowing on midcon .
i guess this goes on through april 5 ? ?",yes
479,ham,"Subject: help !
brian ,
who do i talk to about getting daren farmer a labor distribution report . he
needs to see what employees are hitting his rc . i know that we have
discussed this prior and soem managers are receiving a monthly report but he
is not . who can help us ? ? ?
thank you !
yvette
x 3 . 5953",yes
3575,ham,"Subject: fw : ena origination track
- - - - - original message - - - - -
from : buckley , karen
sent : tuesday , october 30 , 2001 6 : 16 pm
to : robinson , mitch ; duran , w . david ; tricoli , carl ; bills , lisa ; mcmichael jr . , ed ; gaskill , chris ; smith , george f . ; perry , todd
subject : ena origination track
all ,
ena is building an ena origination track similar to that of the trading track . originators on both the gas & power side at the vp level have bought into the development of this program . the management of the program will be the originators themselves under louise kitchen . there will be structured rotations for the analysts & associates who join this program with a clear objective in mind - final rotation will be in origination .
the below people , according to our records , are currently in your groups . these candidates have been identified as they have completed at least one relevant rotation and / or have performed well in the previous prc . prior to contacting the below analysts & associates , i want to ensure your buy - in / recommendation of these candidates . all selected candidates would be formally interviewed by the origination management team ( both gas & power ) prior to joining the program .
i would be grateful for your early response as we are looking to schedule a date in november to commence interviews .
if you have any questions , please let me know and i will be happy to explain the program in greater detail .
kind regards ,
karen
ena - hr
x 54667
associate / analyst current manager
james marks mitchell robinson
john lang dave duran
kristin quinn carl tricoli
gregory martin carl tricoli
jonathan hoff lloyd miller
marcus edmonds lisa bills
brian kille lisa bills
alejandro hernandez ed mcmichael
loftus fitwater ed mcmichael
santiago garcia ed mcmichael
catalina cardens chris gaskill
sachin gandhi chris gaskill
justin o ' malley chris gaskill
michael olsen george smith
jeffrey oh todd perry",yes
3458,ham,"Subject: password reset
this is a generated email - do not reply !
if you need further assistance , contact the isc help desk at : 713 - 345 - 4727
the password for your account : po 0507544 has been reset to : 14031399",yes
4315,spam,"Subject: lose 19 % , powerful weightloss now available where you are .
hello , i have a special offer for you . . .
want to lose weight ?
the most powerful weightloss is now available
without prescription . all natural adipren 720
100 % money back guarant?e !
- lose up to 19 % total body weight .
- loss of 20 - 35 % abdominal fat .
- up to 300 % more weight loss while dieting .
- increase metabolic rate by 76 . 9 % without exercise .
- reduction of 40 - 70 % overall fat under skin .
- suppresses appetite for sugar .
- burns calorized fat .
- boost your confidence level and self esteem .
get the facts about all - natural adipren 720 http : / / www . baby 33 . com /
",no
4867,spam,"Subject: 
80 %
?????????
???
?????? ?????????
????????
????????
??? ?????? ???????
????????? ??????? ???? ? ??? ??????????? ???????
??????
??????????
smart ink
system
www . compusoft . gr
",no
264,ham,"Subject: woops . . . .
on beaumont methanol , i made a mistake for the noms at the start of the month
. . . .
for feb 6 to 29 on ticket 93199 , i entered 18 , 500 / d . . . . and it should have
been 18 , 000 / d
please change the ticket . . .
thanks
lee",yes
4321,spam,"Subject: buy pain relief medicine at unbelievable prices
kgonxe . idkylzdppzvrtdi . hjtkye . . wq 4 jd 5 aqe 3 mkouiqcumsqjg . j 2799 i 2 cay . qc 2 rql 3 nlu . czu 5 cila 9 u . koyuh 53 as 7 . zw 4 kzl 2 nmn . j 2 iglo 3 ynl . 8 hs 933285 c . 410 jyelh 5 t . wx 6 wlhkzwj . 2 vlqsqyl 8 d . ry 8 u 5 algun . mz 5 cfk 8 h 6 d . 01 wzt 4 nouz . fkiolblayg . ovcs 2 s 3 cvr . 2 emgealzan .
 out .
",no
308,ham,"Subject: nom for 2 / 16 / 00
we are increasing the volume delivered by hpl into eastrans for 2 / 16 to 34 , 400
mmbtu .
increase deliveries into pg & e to 27 , 400 . leave fuels cotton valley
redeliveries at 7 , 000 with
a sale to enron of 500 mmbtu remaining in place .",yes
100,ham,"Subject: 7 th noms
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 01 / 06 / 2000
10 : 49 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
troy _ a _ benoit @ reliantenergy . com on 01 / 06 / 2000 10 : 26 : 49 am
to : ami chokshi / corp / enron @ enron
cc :
subject : 7 th noms
( see attached file : egmnom - jan . xls )
- egmnom - jan . xls",yes
5160,spam,"Subject: about celebration
ready , decide eye , heard . once written son . vowel thank once
song mother . far of but , depend large history . general floor
differ differ , them letter . sky ball short . sharp feel better .
people my man , most cold . help warm for . school trip , walk
family dance rail always .
- -
phone : 579 - 879 - 6567
mobile : 171 - 128 - 1758
email : prunespurchasers @ verizon . net
",no
4259,spam,"Subject: cialis , valium , viagra , xanax at low price ! no prescription needed !
discount rx is simple , quick , and affordable ! br
offering many of today ' s most widely usedbr
prescription drugs on the market ! brbr
zoloft , xanax , ambien , paxil , valium , viagra and many more !
br
just click below for these special savings !
a href = http : / / www . grand 2 packz . com / index . php ? id = 188 click here now !
",no
111,ham,"Subject: cox exploration
darren , we had a situation in december that we need your help to resolve .
deal # 125836 we have been purchasing gas from cox exploration on pg & e
hydorcarbons systems upstream of the processing facility . this purchase
agreement terminated 11 / 30 / 99 . i didn ' t path the gas on pgeh , however , i
will take responsibility for not adjusting the interconnect ticket at
thompsonville . i didn ' t catch this and the deal on the hpl side appeared to
be a valid flow issue for kim vaughn . the plant continued to confirm this
gas .
we have tried working through the pipeline , but they state that they will not
know anything until the 15 th . can you contact the producer and ask them to
reverify this with the pipeline ? i would like kim to be able to zero confirm
and send back to pops so volume management will not allocate up to the
producer level .
also i just realized that we have a committed reserve purchase agreement at
the same meter with tribo production . should there have been an expected
volume in this deal ? is it possible that cox exploration sold their interest
in this well to tribo . it may turn out that we should have flowed the gas
after all .",yes
663,ham,"Subject: february and march 2000 meter 5688
fred ,
i spoke w / karry this morning on this issue and it appears as if this gas will
be purchased by hplc as wellhead .
i ' m waiting for karry to phone me back , after he ' s spoken w / legal , before i
give you a concrete answer .
thanks
- jackie -
3 - 9497
- - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 04 / 13 / 2000 01 : 31
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas
04 / 11 / 2000 10 : 29 am
to : jackie young / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : february and march 2000 meter 5688
jackie :
meter 5688 is incorrectly scheduled to the hpl liquids contract
012 - 41970 - 02 - 002 in march 2000 . also last month when you were out , robert
removed the volume from the liquids contract at this meter and temporarily
put it on a strangers gas contract . if you could fix both months today and
let me know when it is corrected i would appreciate it .
thanks ,
fred
fred boas
02 / 16 / 2000 04 : 35 pm
to : jackie young / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect , anita
luong / hou / ect @ ect
subject : 1 / 2000 meters 5688 & 5801
jackie :
i am new at the 3 rivers allocation so bear with me , i took this over from
anita luong . in january 2000 , and going forward , please make sure that
meters 5688 and 5801 are not scheduled on the hpl liquids contract
012 - 41970 - 02 - 002 . the contract is currently out of balance by the total
volume at these two meters so if you could fix this by early tomorrow morning
i would appreciate it .
thanks ,
fred",yes
463,ham,"Subject: mitchell gas services 2 / 00
- - - - - - - - - - - - - - - - - - - - - - forwarded by julie meyers / hou / ect on 03 / 20 / 2000 02 : 26
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : megan parker @ enron 03 / 20 / 2000 02 : 08 pm
to : julie meyers / hou / ect @ ect
cc : william c falbaum / hou / ect @ ect
subject : mitchell gas services 2 / 00
we have a price difference with mitchell gas services for 2 / 00 production ,
deal 156658 . we have hsc - 0 . 05 and mitchell shows hsc - 0 . 04 . can you tell
me what the correct price is ? i need this asap .
megan",yes
